onet_soc_code,canonical_title,normalized_canonical_title,matched_target_families,alternate_title_count,knowledge_count,technology_example_count,sample_alternate_titles,sample_top_knowledge,sample_top_technology_examples
13-1041.06,Coroners,coroners,,18,4,15,Autopsy Facilities Manager | Certified Medical Examiner | Coroner | Coroner Investigator | County Coroner | Death Investigator | Examiner | Forensic Medical Examiner,computers and electronics | telecommunications | mathematics | engineering and technology,git | google android | linux | microsoft excel | microsoft sql server reporting services ssrs | structured query language sql | transact-sql | unix
13-1041.07,Regulatory Affairs Specialists,regulatory affairs specialists,,28,4,15,"Anti Money Laundering Compliance Analyst (AML Compliance Analyst) | CMC Regulatory Affairs Manager (Chemistry, Manufacturing, and Controls Regulatory Affairs Manager) | Clinical Quality Assurance Associate | Clinical Quality Assurance Specialist | Drug Regulatory Affairs Specialist | Product Safety Specialist | Product Stewardship Specialist | Quality Assurance Documentation Coordinator",computers and electronics | engineering and technology | mathematics | telecommunications,microsoft excel | adobe acrobat | microsoft access | microsoft project | microsoft sharepoint | microsoft sql server | microsoft visio | microsoft visual basic
13-1041.08,Customs Brokers,customs brokers,,49,4,14,Air Export Agent | Air Export Operations Agent | Air Import Agent | Boarding Agent | Cargo Agent | Cargo Broker | Cargo Office Agent | Corporate Licensed Broker,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | microsoft access | sap software | automated commercial environment software ace | automated system for customs data asycuda | customs records databases | electronic data interchange edi software | materials requirement planning mrp software
13-1051.00,Cost Estimators,cost estimators,,39,4,15,Acquisition Cost Estimator | Analyst | Building Construction Estimator | Building Estimator | Civil Estimator | Commercial Construction Estimator | Commercial Estimator | Commercial Roofing Estimator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | adobe acrobat | autodesk autocad | autodesk revit | intuit quickbooks | microsoft access | microsoft project | microsoft visio
13-1071.00,Human Resources Specialists,human resources specialists,,100,4,15,Business Intelligence Engineer | Career Development Specialist | Career Development Technician | Career Specialist | Certification Specialist | Contract Recruiter | Corporate Recruiter | Credentialing Coordinator,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | workday software | adobe acrobat | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | apple macos
13-1074.00,Farm Labor Contractors,farm labor contractors,,11,4,10,Farm Contractor | Farm Crew Leader | Farm Crew Member | Farm Labor Contractor | Farm Sanitation Employee | Field Contractor | Field Crop Harvest Contractor | Field Manager,mathematics | computers and electronics | telecommunications | engineering and technology,facebook | intuit quickbooks | microsoft access | microsoft excel | microsoft sharepoint | sap software | bookkeeping software | e-verify
13-1075.00,Labor Relations Specialists,labor relations specialists,,48,4,15,Appeals and Grievances Specialist | Arbitration Specialist | Business Agent | Business Representative | Collective Bargaining Specialist | Conciliator | Contract Negotiator | Employee Engagement Specialist,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | servicenow | workday software | kubernetes | microsoft access | microsoft sharepoint | oracle peoplesoft | oracle hris
13-1081.00,Logisticians,logisticians,,31,4,15,Acquisition Analyst | Automated Logistics Specialist | Client Services Administrator | Delivery Coordinator | Demand Planner | Distribution Associate | Distribution Specialist | Inventory Analyst,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | autodesk autocad | intuit quickbooks | microsoft access | microsoft project | microsoft sharepoint | microsoft sql server
13-1081.01,Logistics Engineers,logistics engineers,,17,4,15,Acquisition Logistics Engineer | Aero Logistics Engineer (Aeronautical Logistics Engineer) | Auto Logistics Engineer (Automotive Logistics Engineer) | Continuous Improvement Specialist | Cost Engineer | Cost Estimating Engineer | Cost Reduction Engineer | Engineer,engineering and technology | mathematics | computers and electronics | telecommunications,microsoft excel | sap software | autodesk autocad | c++ | microsoft access | microsoft power bi | microsoft project | microsoft sharepoint
13-1081.02,Logistics Analysts,logistics analysts,,30,4,15,Acquisition Analyst | Acquisitions Logistics Analyst | Demand Planner | Demand Planning Analyst | Global Logistics Analyst | Inventory Analyst | Inventory Control Analyst | Logistics Analyst,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft access | microsoft excel | microsoft power bi | sap software | structured query language sql | tableau | amazon redshift | ibm spss statistics
13-1082.00,Project Management Specialists,project management specialists,,19,0,15,Design Project Management Specialist | Grant Assistant | Human Resources Project Manager (HR Project Manager) | Implementation Project Manager | Implementations Management Specialist | Movie Project Management Specialist | Planning Development Specialist | Project Administrator,,microsoft excel | microsoft project | adobe acrobat | adobe indesign | adobe photoshop | apple macos | asana | atlassian confluence
13-1111.00,Management Analysts,management analysts,analytics,43,4,15,Administrative Analyst | Administrative Support Coordinator | Business Analyst | Business Consultant | Business Development Analyst | Business Management Analyst | Business Management Consultant | Business Operations Analyst,mathematics | computers and electronics | telecommunications | engineering and technology,atlassian jira | microsoft excel | microsoft power bi | microsoft sharepoint | microsoft visio | python | salesforce software | structured query language sql
13-1121.00,"Meeting, Convention, and Event Planners",meeting convention and event planners,,45,4,15,Catering Coordinator | Catering Director | Catering and Convention Services Manager | Certified Meeting Professional | Conference Manager | Conference Organizer | Conference Planner | Conference Planning Manager,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft excel | adobe creative cloud software | adobe indesign | adobe photoshop | esri arcgis software | facebook | google docs | hypertext markup language html
