normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/chief-data-scientist-intelletec-llc-new-york-city-ny-10004/90907234/619759 icid sr183-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Chief-Data-Scientist-Intelletec-LLC-New-York-City-NY-10004/90907234/619759?icid=sr183-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/chief-data-scientist-solution-architect-job-saic-flexwork-tx-/10111346/t440787 icid sr342-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Chief-Data-Scientist-Solution-Architect-Job-SAIC-Flexwork-TX-/10111346/T440787?icid=sr342-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/client-services-representative-consultnet 2c-llc-new-york-ny-10001/cxcnetut/18 26 234502434 icid sr425-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Client-Services-Representative-ConsultNet%2C-LLC-New-York-NY-10001/cxcnetut/18%26%234502434?icid=sr425-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/clinical-data-scientist-sage-it-inc-canton-mi-48188/10120222/609253 icid sr256-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Clinical-Data-Scientist-Sage-IT-Inc-Canton-MI-48188/10120222/609253?icid=sr256-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/cloud-computing-architect 26 2347-senior-engineer-itech-solutions-hartford-ct-06183/10111560/18 26 234501844 icid sr435-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Cloud-Computing-Architect%26%2347-Senior-Engineer-iTech-Solutions-Hartford-CT-06183/10111560/18%26%234501844?icid=sr435-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/cyber-security-data-scientist-bank-of-america-chicago-il-60290/10118499/18058874 26 23451 icid sr173-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Cyber-Security-Data-Scientist-Bank-Of-America-Chicago-IL-60290/10118499/18058874%26%23451?icid=sr173-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data 26 2347quantitative-behavioral-scientist-leidos-mclean--/scncapi2/tr 26 2345662298 icid sr397-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data%26%2347Quantitative-Behavioral-Scientist-Leidos-Mclean--/SCNCAPI2/TR%26%2345662298?icid=sr397-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-analyst-atrilogy-solutions-group 2c-inc -anaheim-ca-92805/atrilogy/660627 icid sr369-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Analyst-Atrilogy-Solutions-Group%2C-Inc.-Anaheim-CA-92805/atrilogy/660627?icid=sr369-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-analytics- 26 2347-data-scientist-professional-jsr-tech-consulting-livingston-nj-07039/90942473/654262 icid sr283-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Analytics-%26%2347-Data-Scientist-Professional-JSR-Tech-Consulting-Livingston-NJ-07039/90942473/654262?icid=sr283-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-analytics-consultant- 26 2347-data-scientist- 28-hospital-improvement-network 29-accede-solutions-inc-chicago-il-60601/rtx187e79/83000000288329 icid sr364-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Analytics-Consultant-%26%2347-Data-Scientist-%28-Hospital-Improvement-Network%29-Accede-Solutions-Inc-Chicago-IL-60601/RTX187e79/83000000288329?icid=sr364-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-analytics-specialist 2c-mid-booz-allen-hamilton-falls-church-va-20598/booz/j3n67f6tpdhlwgsghlk icid sr431-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Analytics-Specialist%2C-Mid-Booz-Allen-Hamilton-Falls-Church-VA-20598/booz/J3N67F6TPDHLWGSGHLK?icid=sr431-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-architect- 26 2345-r 2c-python 2c-stats 2c-ai-soft-inc -philadelphia-pa-19019/soft/d2661 icid sr379-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Architect-%26%2345-R%2C-Python%2C-Stats%2C-AI-SOFT-Inc.-Philadelphia-PA-19019/soft/D2661?icid=sr379-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-architect-loma-linda-university-san-bernardino-ca-92408/10221731/073614 icid sr394-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Architect-Loma-Linda-University-San-Bernardino-CA-92408/10221731/073614?icid=sr394-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer 2c-data-intelligence-engineering-harvey-nash 2c-inc-yonkers-ny-10703/esi/418 26 23451 icid sr416-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer%2C-Data-Intelligence-Engineering-Harvey-Nash%2C-Inc-Yonkers-NY-10703/esi/418%26%23451?icid=sr416-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer 2c-data-intelligence-engineering-harvey-nash 2c-inc-yonkers-ny-10703/esi/419 26 23451 icid sr417-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer%2C-Data-Intelligence-Engineering-Harvey-Nash%2C-Inc-Yonkers-NY-10703/esi/419%26%23451?icid=sr417-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer 2c-data-intelligence-engineering-harvey-nash 2c-inc-yonkers-ny-10703/esi/590 26 23451 icid sr419-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer%2C-Data-Intelligence-Engineering-Harvey-Nash%2C-Inc-Yonkers-NY-10703/esi/590%26%23451?icid=sr419-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer 2c-data-intelligence-engineering-harvey-nash 2c-inc-yonkers-ny-10703/esi/734 26 23451 icid sr415-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer%2C-Data-Intelligence-Engineering-Harvey-Nash%2C-Inc-Yonkers-NY-10703/esi/734%26%23451?icid=sr415-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer- 28spark 2c-java 2c-kafka 29-contract-or-fte-200k-projas-technologies 2c-llc-sunnyvale-ca-94089/10126850/data 26 2345engineer icid sr375-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-%28Spark%2C-Java%2C-Kafka%29-Contract-or-FTE-200K-Projas-Technologies%2C-LLC-Sunnyvale-CA-94089/10126850/DATA%26%2345ENGINEER?icid=sr375-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer- 40-ny-aci-infotech-new-york-ny-10003/10342460/636029 icid sr423-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-%40-NY-ACI-Infotech-New-York-NY-10003/10342460/636029?icid=sr423-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-asurion-llc-nashville-tn-37201/10106849/pro00927 icid sr448-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Asurion-LLC-Nashville-TN-37201/10106849/pro00927?icid=sr448-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-capital-markets-placement-richmond-va-22109/10120548/3625 16247443 icid sr437-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Capital-Markets-Placement-Richmond-VA-22109/10120548/3625_16247443?icid=sr437-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-cybercoders-jersey-city-nj-07097/cybercod/pm6 26 234514498341 icid sr399-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-CyberCoders-Jersey-City-NJ-07097/cybercod/PM6%26%234514498341?icid=sr399-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-dicks-sporting-goods-pittsburgh-pa-15220/rtx15511c/451689 icid sr396-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Dicks-Sporting-Goods-Pittsburgh-PA-15220/RTX15511c/451689?icid=sr396-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-harvey-nash 2c-inc-yonkers-ny-10703/esi/487 26 23451 icid sr420-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Harvey-Nash%2C-Inc-Yonkers-NY-10703/esi/487%26%23451?icid=sr420-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-harvey-nash 2c-inc-yonkers-ny-10703/esi/589 26 23451 icid sr418-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Harvey-Nash%2C-Inc-Yonkers-NY-10703/esi/589%26%23451?icid=sr418-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-iii-swoon-group-waukegan-il-60079/10360791/29484 icid sr402-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-III-Swoon-Group-Waukegan-IL-60079/10360791/29484?icid=sr402-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-kforce-inc -juno-beach-fl-33408/kforcecx/iteqg1761567 icid sr426-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Kforce-Inc.-Juno-Beach-FL-33408/kforcecx/ITEQG1761567?icid=sr426-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-talented-it-new-york-ny-10001/10204403/486494 icid sr404-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Talented-IT-New-York-NY-10001/10204403/486494?icid=sr404-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-technosoft-corporation-boston-clg-ma-02467/tecnosb/2018 26 23452238 icid sr424-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-Technosoft-Corporation-Boston-Clg-MA-02467/tecnosb/2018%26%23452238?icid=sr424-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-engineer-w 26 2347-python- 26-aws-technitia-redmond-wa-98052/91021876/651444 icid sr378-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Engineer-w%26%2347-Python-%26-AWS-Technitia-Redmond-WA-98052/91021876/651444?icid=sr378-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-product-manager-modis-chicago-il-60606/cxmodoak/us en 6 914752 1023348 icid sr384-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Product-Manager-Modis-Chicago-IL-60606/cxmodoak/US_EN_6_914752_1023348?icid=sr384-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-product-manager-modis-chicago-il-60606/cxmodoak1/us en 6 914752 1023348 icid sr385-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Product-Manager-Modis-Chicago-IL-60606/cxmodoak1/US_EN_6_914752_1023348?icid=sr385-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-release-manager-miracle-software-systems 2c-inc -appleton-wi-54912/mirmi001/633209 icid sr451-16p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Release-Manager-Miracle-Software-Systems%2C-Inc.-Appleton-WI-54912/mirmi001/633209?icid=sr451-16p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-sceintist-tephra-inc -new-york-ny-10001/10462853/rj24206 icid sr359-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Sceintist-Tephra-Inc.-New-York-NY-10001/10462853/RJ24206?icid=sr359-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-science- 26 2347data-scientist-techstar-consulting-inc -spring-valley-ny-10977/10201253/dscience icid sr251-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Science-%26%2347Data-Scientist-Techstar-Consulting-Inc.-Spring-Valley-NY-10977/10201253/DScience?icid=sr251-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-science-consultant-mak-technologies 2c-llc-denver-co-80201/10519203a/38409 icid sr374-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Science-Consultant-MAK-Technologies%2C-LLC-Denver-CO-80201/10519203a/38409?icid=sr374-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2345 26 2345 26 2345 26 2345 26 2345 26 2345chicago 2c-il-source-infotech-chicago-il-60601/10240767/644641 icid sr304-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-scientist%26%2345%26%2345%26%2345%26%2345%26%2345%26%2345Chicago%2C-IL-Source-Infotech-Chicago-IL-60601/10240767/644641?icid=sr304-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2345-journeyman-chenega-corporation-springfield-va-20598/10125215/1800002576 icid sr273-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2345-Journeyman-Chenega-Corporation-Springfield-VA-20598/10125215/1800002576?icid=sr273-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2345journeyman-leidos-chantilly--/scncapi2/tr 26 2345662760 icid sr161-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2345Journeyman-Leidos-Chantilly--/SCNCAPI2/TR%26%2345662760?icid=sr161-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2345supply-chain-pegasus-knowledge-solutions-chicago-il-60631/10110049/req 26 23452518 icid sr266-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2345Supply-Chain-Pegasus-Knowledge-Solutions-Chicago-IL-60631/10110049/REQ%26%23452518?icid=sr266-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2347-digital-analytics 26 2345-r- 26-python-it-corpz-peoria-il-61601/90957079/656380 icid sr332-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2347-Digital-Analytics%26%2345-R-%26-Python-IT-Corpz-Peoria-IL-61601/90957079/656380?icid=sr332-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2347-machine-learning-consultant- 26 2345-remote-cybercoders-newark-nj-07101/cybercod/bl4 26 234514820001 icid sr353-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2347-Machine-Learning-Consultant-%26%2345-Remote-CyberCoders-Newark-NJ-07101/cybercod/BL4%26%234514820001?icid=sr353-12p&q=%22Data+Scientist%22&l=,False
